Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1493477028,2017-04-29T14:43:48Z,UAL638,"41.980331,-87.907867",0,12,98
1493477019,2017-04-29T14:43:39Z,UAL638,"41.981449,-87.907074",0,13,95
1493477010,2017-04-29T14:43:30Z,UAL638,"41.981483,-87.907372",0,16,78
1493477001,2017-04-29T14:43:21Z,UAL638,"41.981438,-87.907669",0,19,30
1493476992,2017-04-29T14:43:12Z,UAL638,"41.981228,-87.907806",0,20,357
1493476966,2017-04-29T14:42:46Z,UAL638,"41.980133,-87.907913",0,27,11
1493476950,2017-04-29T14:42:30Z,UAL638,"41.979412,-87.908073",0,29,11
1493476914,2017-04-29T14:41:54Z,UAL638,"41.977341,-87.908539",0,26,8
1493476904,2017-04-29T14:41:44Z,UAL638,"41.976974,-87.908615",0,22,8
1493476896,2017-04-29T14:41:36Z,UAL638,"41.976597,-87.908699",0,20,8
1493476880,2017-04-29T14:41:20Z,UAL638,"41.976189,-87.908798",0,20,11
1493476868,2017-04-29T14:41:08Z,UAL638,"41.975746,-87.908958",0,21,28
1493476859,2017-04-29T14:40:59Z,UAL638,"41.975559,-87.90921",0,19,70
1493476851,2017-04-29T14:40:51Z,UAL638,"41.975445,-87.90963",0,27,70
1493476842,2017-04-29T14:40:42Z,UAL638,"41.975269,-87.910217",0,25,67
1493476832,2017-04-29T14:40:32Z,UAL638,"41.974995,-87.910599",0,23,11
1493476826,2017-04-29T14:40:26Z,UAL638,"41.974789,-87.910614",0,24,9
1493476818,2017-04-29T14:40:18Z,UAL638,"41.974468,-87.910927",0,21,73
1493476799,2017-04-29T14:39:59Z,UAL638,"41.974617,-87.911507",0,16,140
1493476772,2017-04-29T14:39:32Z,UAL638,"41.97488,-87.911819",0,10,140
1493476739,2017-04-29T14:38:59Z,UAL638,"41.975121,-87.912064",0,0,139
1493476679,2017-04-29T14:37:59Z,UAL638,"41.975338,-87.912323",0,12,140
1493476667,2017-04-29T14:37:47Z,UAL638,"41.975544,-87.912552",0,18,140
1493476658,2017-04-29T14:37:38Z,UAL638,"41.97583,-87.91288",0,23,137
1493476650,2017-04-29T14:37:30Z,UAL638,"41.97607,-87.913239",0,27,120
1493476640,2017-04-29T14:37:20Z,UAL638,"41.976116,-87.913811",0,26,67
1493476634,2017-04-29T14:37:14Z,UAL638,"41.976002,-87.914162",0,27,70
1493476628,2017-04-29T14:37:08Z,UAL638,"41.975853,-87.914581",0,28,50
1493476619,2017-04-29T14:36:59Z,UAL638,"41.975456,-87.914803",0,26,354
1493476613,2017-04-29T14:36:53Z,UAL638,"41.975128,-87.914734",0,29,348
1493476604,2017-04-29T14:36:44Z,UAL638,"41.97472,-87.914658",0,26,357
1493476598,2017-04-29T14:36:38Z,UAL638,"41.97443,-87.914642",0,27,357
1493476589,2017-04-29T14:36:29Z,UAL638,"41.974079,-87.914612",0,20,343
1493476192,2017-04-29T14:29:52Z,UAL638,"41.973839,-87.914436",0,2,320
1493476173,2017-04-29T14:29:33Z,UAL638,"41.973633,-87.914223",0,17,320
