Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1493458323,2017-04-29T09:32:03Z,A6EUE,"25.247187,55.362415",0,0,205
1493457718,2017-04-29T09:21:58Z,A6EUE,"25.247198,55.362427",0,0,30
1493447916,2017-04-29T06:38:36Z,A6EUE,"25.255997,55.37849",0,0,338
1493447838,2017-04-29T06:37:18Z,A6EUE,"25.255978,55.378483",0,0,130
1493445290,2017-04-29T05:54:50Z,A6EUE,"25.255978,55.378468",0,0,248
1493445191,2017-04-29T05:53:11Z,A6EUE,"25.255823,55.378517",0,0,30
1493435439,2017-04-29T03:10:39Z,A6EUE,"25.255978,55.378468",0,0,31
1493435382,2017-04-29T03:09:42Z,A6EUE,"25.255829,55.378353",0,10,30
1493435364,2017-04-29T03:09:24Z,A6EUE,"25.255613,55.37822",0,11,30
1493435343,2017-04-29T03:09:03Z,A6EUE,"25.255333,55.378036",0,12,30
1493435325,2017-04-29T03:08:45Z,A6EUE,"25.255005,55.377819",0,14,33
1493435313,2017-04-29T03:08:33Z,A6EUE,"25.25474,55.377647",0,15,39
1493435295,2017-04-29T03:08:15Z,A6EUE,"25.254433,55.37735",0,14,33
1493435283,2017-04-29T03:08:03Z,A6EUE,"25.254217,55.377171",0,15,30
1493435271,2017-04-29T03:07:51Z,A6EUE,"25.253973,55.377014",0,16,28
1493435262,2017-04-29T03:07:42Z,A6EUE,"25.253712,55.376827",0,16,19
1493435250,2017-04-29T03:07:30Z,A6EUE,"25.253494,55.376663",0,16,351
1493435241,2017-04-29T03:07:21Z,A6EUE,"25.253254,55.376614",0,18,320
1493435232,2017-04-29T03:07:12Z,A6EUE,"25.253006,55.376808",0,20,303
1493435226,2017-04-29T03:07:06Z,A6EUE,"25.252855,55.377068",0,21,300
1493435217,2017-04-29T03:06:57Z,A6EUE,"25.252705,55.377338",0,21,300
1493435205,2017-04-29T03:06:45Z,A6EUE,"25.25247,55.377777",0,22,300
1493435199,2017-04-29T03:06:39Z,A6EUE,"25.252342,55.378025",0,22,300
1493435193,2017-04-29T03:06:33Z,A6EUE,"25.252224,55.378227",0,23,300
1493435187,2017-04-29T03:06:27Z,A6EUE,"25.252098,55.378468",0,23,300
1493435181,2017-04-29T03:06:21Z,A6EUE,"25.251961,55.378723",0,23,300
1493435166,2017-04-29T03:06:06Z,A6EUE,"25.251644,55.379322",0,23,300
1493435160,2017-04-29T03:06:00Z,A6EUE,"25.251505,55.379566",0,22,300
1493435154,2017-04-29T03:05:54Z,A6EUE,"25.251389,55.379791",0,22,300
1493435148,2017-04-29T03:05:48Z,A6EUE,"25.251263,55.38002",0,23,300
1493435142,2017-04-29T03:05:42Z,A6EUE,"25.251122,55.38028",0,23,300
1493435136,2017-04-29T03:05:36Z,A6EUE,"25.251005,55.380486",0,23,300
1493435124,2017-04-29T03:05:24Z,A6EUE,"25.250761,55.380955",0,22,300
1493435118,2017-04-29T03:05:18Z,A6EUE,"25.250633,55.381176",0,22,300
1493435112,2017-04-29T03:05:12Z,A6EUE,"25.250504,55.381405",0,22,300
1493435105,2017-04-29T03:05:05Z,A6EUE,"25.25037,55.381634",0,22,300
1493435099,2017-04-29T03:04:59Z,A6EUE,"25.250244,55.381863",0,21,298
1493435093,2017-04-29T03:04:53Z,A6EUE,"25.25012,55.382069",0,20,292
1493435084,2017-04-29T03:04:44Z,A6EUE,"25.249933,55.382404",0,21,264
1493435075,2017-04-29T03:04:35Z,A6EUE,"25.249924,55.38274",0,19,241
1493435066,2017-04-29T03:04:26Z,A6EUE,"25.250072,55.383007",0,16,253
1493435054,2017-04-29T03:04:14Z,A6EUE,"25.250202,55.383312",0,17,281
1493435045,2017-04-29T03:04:05Z,A6EUE,"25.250166,55.383621",0,20,300
1493435036,2017-04-29T03:03:56Z,A6EUE,"25.249981,55.383961",0,17,303
1493435021,2017-04-29T03:03:41Z,A6EUE,"25.249855,55.38419",0,14,309
1493435003,2017-04-29T03:03:23Z,A6EUE,"25.249491,55.384659",0,21,343
1493434991,2017-04-29T03:03:11Z,A6EUE,"25.24905,55.384815",0,21,345
1493434979,2017-04-29T03:02:59Z,A6EUE,"25.248562,55.384941",0,22,345
